seconds, time, density, practical_salinity, seawater_temperature
3745671725.65, 16:22:05, 1034.770136, 34.516218, 2.435079
3745671726.67, 16:22:06, 1034.770134, 34.516208, 2.435025
3745671727.68, 16:22:07, 1034.770081, 34.516140, 2.435025
3745671728.69, 16:22:08, 1034.770188, 34.516276, 2.435025
3745671729.70, 16:22:09, 1034.769847, 34.515903, 2.435186
3745671730.72, 16:22:10, 1034.769665, 34.515671, 2.435402
3745671731.73, 16:22:11, 1034.769978, 34.516025, 2.435133
3745671732.74, 16:22:12, 1034.770053, 34.516121, 2.434917
3745671733.76, 16:22:13, 1034.770055, 34.516079, 2.435079
3745671734.77, 16:22:14, 1034.770026, 34.516061, 2.434971
3745671735.78, 16:22:15, 1034.769946, 34.515933, 2.435025
3745671736.79, 16:22:16, 1034.770001, 34.516064, 2.434971
3745671737.81, 16:22:17, 1034.769973, 34.515993, 2.434971
3745671738.82, 16:22:18, 1034.769973, 34.515993, 2.434971
3745671739.83, 16:22:19, 1034.769840, 34.515808, 2.435079
3745671740.84, 16:22:20, 1034.769817, 34.515821, 2.435133
3745671741.86, 16:22:21, 1034.769763, 34.515753, 2.435133
3745671742.87, 16:22:22, 1034.769816, 34.515811, 2.435079
3745671743.88, 16:22:23, 1034.769948, 34.515944, 2.435079
3745671744.89, 16:22:24, 1034.769921, 34.515936, 2.435025
3745671745.91, 16:22:25, 1034.770028, 34.516072, 2.435025
3745671746.92, 16:22:26, 1034.770183, 34.516244, 2.434863
3745671747.93, 16:22:27, 1034.770363, 34.516413, 2.434701
3745671748.95, 16:22:28, 1034.770256, 34.516277, 2.434701
3745671749.96, 16:22:29, 1034.769996, 34.515980, 2.434917
3745671750.97, 16:22:30, 1034.769842, 34.515818, 2.435133
3745671751.98, 16:22:31, 1034.769736, 34.515693, 2.435186
3745671753.00, 16:22:32, 1034.769919, 34.515925, 2.434971
3745671754.01, 16:22:34, 1034.769867, 34.515868, 2.435025
3745671755.02, 16:22:35, 1034.769740, 34.515714, 2.435294
3745671756.03, 16:22:36, 1034.770260, 34.516298, 2.434809
3745671757.05, 16:22:37, 1034.770364, 34.516413, 2.434701
3745671758.06, 16:22:38, 1034.770444, 34.516541, 2.434648
3745671759.07, 16:22:39, 1034.770523, 34.516606, 2.434648
3745671760.08, 16:22:40, 1034.770445, 34.516488, 2.434755
3745671761.10, 16:22:41, 1034.770443, 34.516530, 2.434594
3745671762.11, 16:22:42, 1034.770519, 34.516574, 2.434486
3745671763.12, 16:22:43, 1034.770517, 34.516563, 2.434432
3745671764.13, 16:22:44, 1034.770386, 34.516441, 2.434486
3745671765.15, 16:22:45, 1034.770282, 34.516326, 2.434594
3745671766.16, 16:22:46, 1034.770411, 34.516438, 2.434486
3745671767.17, 16:22:47, 1034.770280, 34.516263, 2.434648
3745671768.19, 16:22:48, 1034.770077, 34.516119, 2.434917
3745671769.20, 16:22:49, 1034.770152, 34.516151, 2.434755
3745671770.21, 16:22:50, 1034.770179, 34.516212, 2.434701
3745671771.22, 16:22:51, 1034.770126, 34.516154, 2.434755
3745671772.24, 16:22:52, 1034.770046, 34.516026, 2.434809
3745671773.25, 16:22:53, 1034.770103, 34.516115, 2.434917
3745671774.26, 16:22:54, 1034.770107, 34.516137, 2.435025
3745671775.27, 16:22:55, 1034.770030, 34.516082, 2.435079
3745671776.29, 16:22:56, 1034.770133, 34.516197, 2.434971
3745671777.30, 16:22:57, 1034.770132, 34.516186, 2.434917
3745671778.31, 16:22:58, 1034.770260, 34.516298, 2.434809
3745671779.32, 16:22:59, 1034.770260, 34.516298, 2.434809
3745671780.34, 16:23:00, 1034.770421, 34.516502, 2.434809
3745671781.35, 16:23:01, 1034.770262, 34.516309, 2.434863
3745671782.36, 16:23:02, 1034.770081, 34.516140, 2.435025
3745671783.38, 16:23:03, 1034.770156, 34.516183, 2.434917
3745671784.39, 16:23:04, 1034.770289, 34.516316, 2.434917
3745671785.40, 16:23:05, 1034.770235, 34.516248, 2.434917
3745671786.41, 16:23:06, 1034.770287, 34.516306, 2.434863
3745671787.43, 16:23:07, 1034.770109, 34.516147, 2.435079
3745671788.44, 16:23:08, 1034.770031, 34.516040, 2.435240
3745671789.45, 16:23:09, 1034.769955, 34.515986, 2.435294
3745671790.46, 16:23:10, 1034.770164, 34.516226, 2.435133
3745671791.48, 16:23:11, 1034.770110, 34.516158, 2.435133
3745671792.49, 16:23:12, 1034.770217, 34.516294, 2.435133
3745671793.50, 16:23:13, 1034.770081, 34.516087, 2.435133
3745671794.51, 16:23:14, 1034.770267, 34.516341, 2.435025
3745671795.53, 16:23:15, 1034.770162, 34.516215, 2.435079
3745671796.54, 16:23:16, 1034.769955, 34.515986, 2.435294
3745671797.55, 16:23:17, 1034.770010, 34.516065, 2.435348
3745671798.56, 16:23:18, 1034.770008, 34.516054, 2.435294
3745671799.58, 16:23:19, 1034.769957, 34.515997, 2.435348
3745671800.59, 16:23:20, 1034.769931, 34.516000, 2.435348
3745671801.60, 16:23:21, 1034.769978, 34.515973, 2.435240
3745671802.61, 16:23:22, 1034.770031, 34.516040, 2.435240
3745671803.63, 16:23:23, 1034.770008, 34.516054, 2.435294
3745671804.64, 16:23:24, 1034.769901, 34.515918, 2.435294
3745671805.65, 16:23:25, 1034.770008, 34.516054, 2.435294
3745671806.66, 16:23:26, 1034.770296, 34.516359, 2.435133
3745671807.68, 16:23:27, 1034.770269, 34.516351, 2.435079
3745671808.69, 16:23:28, 1034.770371, 34.516403, 2.435025
3745671809.70, 16:23:29, 1034.770217, 34.516294, 2.435133
3745671810.72, 16:23:30, 1034.770115, 34.516190, 2.435294
3745671811.73, 16:23:31, 1034.770163, 34.516226, 2.435133
3745671812.74, 16:23:32, 1034.770294, 34.516348, 2.435079
3745671813.75, 16:23:33, 1034.770269, 34.516299, 2.435186
3745671814.77, 16:23:34, 1034.770035, 34.516062, 2.435348
3745671815.78, 16:23:35, 1034.770188, 34.516223, 2.435133
3745671816.79, 16:23:36, 1034.770214, 34.516283, 2.435079
3745671817.80, 16:23:37, 1034.770109, 34.516158, 2.435133
3745671818.82, 16:23:38, 1034.770082, 34.516098, 2.435186
3745671819.83, 16:23:39, 1034.770007, 34.516054, 2.435294
3745671820.84, 16:23:40, 1034.769925, 34.515915, 2.435294
3745671821.86, 16:23:41, 1034.770086, 34.516119, 2.435294
3745671822.87, 16:23:42, 1034.769953, 34.515986, 2.435294
3745671823.88, 16:23:43, 1034.770083, 34.516098, 2.435186
3745671824.89, 16:23:44, 1034.770242, 34.516291, 2.435133
3745671825.91, 16:23:45, 1034.770138, 34.516176, 2.435240
3745671826.92, 16:23:46, 1034.770165, 34.516237, 2.435186
3745671827.93, 16:23:47, 1034.770215, 34.516283, 2.435079
3745671828.94, 16:23:48, 1034.770345, 34.516406, 2.435025
3745671829.96, 16:23:49, 1034.770006, 34.516044, 2.435240
3745671830.97, 16:23:50, 1034.770031, 34.516041, 2.435240
3745671831.98, 16:23:51, 1034.770242, 34.516291, 2.435133
3745671832.99, 16:23:52, 1034.770135, 34.516155, 2.435133
3745671834.01, 16:23:54, 1034.770030, 34.516030, 2.435186
3745671835.02, 16:23:55, 1034.770008, 34.516054, 2.435294
3745671836.03, 16:23:56, 1034.770007, 34.516043, 2.435240
3745671837.05, 16:23:57, 1034.770058, 34.516101, 2.435186
3745671838.06, 16:23:58, 1034.769978, 34.515972, 2.435240
3745671839.07, 16:23:59, 1034.770084, 34.516098, 2.435186
3745671840.08, 16:24:00, 1034.770214, 34.516273, 2.435025
3745671841.10, 16:24:01, 1034.770162, 34.516215, 2.435079
3745671842.11, 16:24:02, 1034.770215, 34.516283, 2.435079
3745671843.12, 16:24:03, 1034.770292, 34.516338, 2.435025
3745671844.13, 16:24:04, 1034.770372, 34.516466, 2.434971
3745671845.15, 16:24:05, 1034.770345, 34.516406, 2.435025
3745671846.16, 16:24:06, 1034.770268, 34.516351, 2.435079
3745671847.17, 16:24:07, 1034.770294, 34.516348, 2.435079
3745671848.18, 16:24:08, 1034.770322, 34.516419, 2.435079
3745671849.20, 16:24:09, 1034.770190, 34.516234, 2.435186
3745671850.21, 16:24:10, 1034.770348, 34.516416, 2.435079
3745671851.22, 16:24:11, 1034.770399, 34.516474, 2.435025
3745671852.23, 16:24:12, 1034.770373, 34.516466, 2.434971
3745671853.25, 16:24:13, 1034.770321, 34.516409, 2.435025
3745671854.26, 16:24:14, 1034.770217, 34.516294, 2.435133
3745671855.27, 16:24:15, 1034.770191, 34.516234, 2.435186
3745671856.28, 16:24:16, 1034.770140, 34.516187, 2.435294
3745671857.30, 16:24:17, 1034.770059, 34.516112, 2.435240
3745671858.31, 16:24:18, 1034.770190, 34.516234, 2.435186
3745671859.32, 16:24:19, 1034.770165, 34.516184, 2.435294
3745671860.34, 16:24:20, 1034.770091, 34.516140, 2.435402
3745671861.35, 16:24:21, 1034.770089, 34.516130, 2.435348
3745671862.36, 16:24:22, 1034.770087, 34.516119, 2.435294
3745671863.37, 16:24:23, 1034.770248, 34.516323, 2.435294
3745671864.39, 16:24:24, 1034.770138, 34.516176, 2.435240
3745671865.40, 16:24:25, 1034.769985, 34.516015, 2.435456
3745671866.41, 16:24:26, 1034.769673, 34.515671, 2.435779
3745671867.42, 16:24:27, 1034.769729, 34.515750, 2.435833
3745671868.44, 16:24:28, 1034.769779, 34.515797, 2.435725
3745671869.45, 16:24:29, 1034.769699, 34.515668, 2.435779
3745671870.46, 16:24:30, 1034.769751, 34.515726, 2.435725
3745671871.47, 16:24:31, 1034.769777, 34.515786, 2.435671
3745671872.49, 16:24:32, 1034.769905, 34.515950, 2.435456
3745671873.50, 16:24:33, 1034.770163, 34.516173, 2.435240
3745671874.51, 16:24:34, 1034.770247, 34.516323, 2.435294
3745671875.53, 16:24:35, 1034.770324, 34.516377, 2.435240
3745671876.54, 16:24:36, 1034.770195, 34.516266, 2.435348
3745671877.55, 16:24:37, 1034.769931, 34.515947, 2.435456
3745671878.56, 16:24:38, 1034.769879, 34.515890, 2.435510
3745671879.58, 16:24:39, 1034.769746, 34.515704, 2.435618
3745671880.59, 16:24:40, 1034.769983, 34.516015, 2.435456
3745671881.60, 16:24:41, 1034.770112, 34.516127, 2.435348
3745671882.61, 16:24:42, 1034.770138, 34.516177, 2.435240
3745671883.63, 16:24:43, 1034.770088, 34.516130, 2.435348
3745671884.64, 16:24:44, 1034.769883, 34.515911, 2.435618
3745671885.65, 16:24:45, 1034.769622, 34.515614, 2.435833
3745671886.66, 16:24:46, 1034.769828, 34.515833, 2.435564
3745671887.68, 16:24:47, 1034.769984, 34.516015, 2.435456
3745671888.69, 16:24:48, 1034.769956, 34.515944, 2.435456
3745671889.70, 16:24:49, 1034.770060, 34.516059, 2.435348
3745671890.71, 16:24:50, 1034.770088, 34.516130, 2.435348
3745671891.73, 16:24:51, 1034.770115, 34.516137, 2.435402
3745671892.74, 16:24:52, 1034.769904, 34.515887, 2.435510
3745671893.75, 16:24:53, 1034.770143, 34.516208, 2.435402
3745671894.76, 16:24:54, 1034.769983, 34.516005, 2.435402
3745671895.78, 16:24:55, 1034.770167, 34.516195, 2.435348
3745671896.79, 16:24:56, 1034.770219, 34.516252, 2.435294
3745671897.80, 16:24:57, 1034.770217, 34.516241, 2.435240
3745671898.82, 16:24:58, 1034.770119, 34.516159, 2.435510
3745671899.83, 16:24:59, 1034.770117, 34.516148, 2.435456
3745671900.84, 16:25:00, 1034.770011, 34.516023, 2.435510
3745671901.85, 16:25:01, 1034.770065, 34.516091, 2.435510
3745671902.87, 16:25:02, 1034.770091, 34.516151, 2.435456
3745671903.88, 16:25:03, 1034.770089, 34.516140, 2.435402
3745671904.89, 16:25:04, 1034.770168, 34.516205, 2.435402
3745671905.90, 16:25:05, 1034.770222, 34.516273, 2.435402
3745671906.92, 16:25:06, 1034.770115, 34.516137, 2.435402
3745671907.93, 16:25:07, 1034.770245, 34.516260, 2.435348
3745671908.94, 16:25:08, 1034.770247, 34.516270, 2.435402
3745671909.95, 16:25:09, 1034.769959, 34.515966, 2.435564
3745671910.97, 16:25:10, 1034.770013, 34.516033, 2.435564
3745671911.98, 16:25:11, 1034.769961, 34.515976, 2.435618
3745671912.99, 16:25:12, 1034.769963, 34.515987, 2.435671
3745671914.01, 16:25:14, 1034.770014, 34.516033, 2.435564
3745671915.02, 16:25:15, 1034.770247, 34.516260, 2.435348
3745671916.03, 16:25:16, 1034.770272, 34.516309, 2.435240
3745671917.04, 16:25:17, 1034.770401, 34.516421, 2.435133
3745671918.06, 16:25:18, 1034.770454, 34.516489, 2.435133
3745671919.07, 16:25:19, 1034.770429, 34.516492, 2.435133
3745671920.08, 16:25:20, 1034.770427, 34.516481, 2.435079
3745671921.09, 16:25:21, 1034.770322, 34.516356, 2.435133
3745671922.11, 16:25:22, 1034.770321, 34.516356, 2.435133
3745671923.12, 16:25:23, 1034.770162, 34.516163, 2.435186
3745671924.13, 16:25:24, 1034.770187, 34.516171, 2.435240
3745671925.14, 16:25:25, 1034.770163, 34.516174, 2.435240
3745671926.16, 16:25:26, 1034.770292, 34.516285, 2.435133
3745671927.17, 16:25:27, 1034.770267, 34.516288, 2.435133
3745671928.18, 16:25:28, 1034.770266, 34.516277, 2.435079
3745671929.20, 16:25:29, 1034.770319, 34.516345, 2.435079
3745671930.21, 16:25:30, 1034.770294, 34.516348, 2.435079
3745671931.22, 16:25:31, 1034.770214, 34.516220, 2.435133
3745671932.23, 16:25:32, 1034.770398, 34.516410, 2.435079
3745671933.25, 16:25:33, 1034.770265, 34.516277, 2.435079
3745671934.26, 16:25:34, 1034.770291, 34.516274, 2.435079
3745671935.27, 16:25:35, 1034.770371, 34.516403, 2.435025
3745671936.28, 16:25:36, 1034.770319, 34.516345, 2.435079
3745671937.30, 16:25:37, 1034.770267, 34.516288, 2.435133
3745671938.31, 16:25:38, 1034.770319, 34.516345, 2.435079
3745671939.32, 16:25:39, 1034.770396, 34.516400, 2.435025
3745671940.33, 16:25:40, 1034.770396, 34.516400, 2.435025
3745671941.35, 16:25:41, 1034.770450, 34.516467, 2.435025
3745671942.36, 16:25:42, 1034.770556, 34.516593, 2.434971
3745671943.37, 16:25:43, 1034.770396, 34.516400, 2.435025
3745671944.38, 16:25:44, 1034.770371, 34.516403, 2.435025
3745671945.40, 16:25:45, 1034.770478, 34.516539, 2.435025
3745671946.41, 16:25:46, 1034.770531, 34.516607, 2.435025
3745671947.42, 16:25:47, 1034.770399, 34.516474, 2.435025
3745671948.44, 16:25:48, 1034.770322, 34.516367, 2.435186
3745671949.45, 16:25:49, 1034.770296, 34.516306, 2.435240
3745671950.46, 16:25:50, 1034.770298, 34.516317, 2.435294
3745671951.47, 16:25:51, 1034.770327, 34.516388, 2.435294
3745671952.49, 16:25:52, 1034.770353, 34.516395, 2.435348
3745671953.50, 16:25:53, 1034.770122, 34.516180, 2.435618
3745671954.51, 16:25:54, 1034.770125, 34.516201, 2.435725
3745671955.52, 16:25:55, 1034.770234, 34.516348, 2.435779
3745671956.54, 16:25:56, 1034.770547, 34.516702, 2.435510
3745671957.55, 16:25:57, 1034.770389, 34.516520, 2.435618
3745671958.56, 16:25:58, 1034.770419, 34.516602, 2.435671
3745671959.57, 16:25:59, 1034.770496, 34.516656, 2.435618
3745671960.59, 16:26:00, 1034.770340, 34.516473, 2.435725
3745671961.60, 16:26:01, 1034.770184, 34.516301, 2.435887
3745671962.61, 16:26:02, 1034.770052, 34.516168, 2.435887
3745671963.62, 16:26:03, 1034.770260, 34.516345, 2.435779
3745671964.64, 16:26:04, 1034.769893, 34.515975, 2.435941
3745671965.65, 16:26:05, 1034.769872, 34.515947, 2.436156
3745671966.66, 16:26:06, 1034.769404, 34.515420, 2.436587
3745671967.68, 16:26:07, 1034.769200, 34.515213, 2.436911
3745671968.69, 16:26:08, 1034.768989, 34.514962, 2.437019
3745671969.70, 16:26:09, 1034.769484, 34.515496, 2.436641
3745671970.71, 16:26:10, 1034.769718, 34.515786, 2.436372
3745671971.72, 16:26:11, 1034.769770, 34.515843, 2.436318
3745671972.74, 16:26:12, 1034.769663, 34.515707, 2.436318
3745671973.75, 16:26:13, 1034.769689, 34.515704, 2.436318
3745671974.76, 16:26:14, 1034.769561, 34.515603, 2.436480
3745671975.78, 16:26:15, 1034.769380, 34.515381, 2.436749
3745671976.79, 16:26:16, 1034.768965, 34.514923, 2.437180
3745671977.80, 16:26:17, 1034.768759, 34.514705, 2.437450
3745671978.81, 16:26:18, 1034.768782, 34.514744, 2.437288
3745671979.83, 16:26:19, 1034.769433, 34.515449, 2.436749
3745671980.84, 16:26:20, 1034.769690, 34.515725, 2.436426
3745671981.85, 16:26:21, 1034.769354, 34.515385, 2.436749
3745671982.86, 16:26:22, 1034.769349, 34.515353, 2.436587
3745671983.88, 16:26:23, 1034.769555, 34.515571, 2.436318
3745671984.89, 16:26:24, 1034.769659, 34.515686, 2.436210
3745671985.90, 16:26:25, 1034.769816, 34.515868, 2.436102
3745671986.91, 16:26:26, 1034.769866, 34.515915, 2.435995
3745671987.93, 16:26:27, 1034.770128, 34.516223, 2.435833
3745671988.94, 16:26:28, 1034.769994, 34.516079, 2.435779
3745671989.95, 16:26:29, 1034.770074, 34.516144, 2.435779
3745671990.97, 16:26:30, 1034.770336, 34.516452, 2.435618
3745671991.98, 16:26:31, 1034.770228, 34.516305, 2.435564
3745671992.99, 16:26:32, 1034.770199, 34.516234, 2.435564
3745671994.00, 16:26:34, 1034.770175, 34.516248, 2.435618
3745671995.02, 16:26:35, 1034.770148, 34.516188, 2.435671
3745671996.03, 16:26:36, 1034.769966, 34.516008, 2.435779
3745671997.04, 16:26:37, 1034.770021, 34.516087, 2.435833
3745671998.05, 16:26:38, 1034.770123, 34.516191, 2.435671
3745671999.07, 16:26:39, 1034.770145, 34.516166, 2.435564
3745672000.08, 16:26:40, 1034.770197, 34.516224, 2.435510
3745672001.09, 16:26:41, 1034.770092, 34.516098, 2.435564
3745672002.10, 16:26:42, 1034.770092, 34.516098, 2.435564
3745672003.12, 16:26:43, 1034.770146, 34.516166, 2.435564
3745672004.13, 16:26:44, 1034.770146, 34.516166, 2.435564
3745672005.14, 16:26:45, 1034.770119, 34.516159, 2.435510
3745672006.16, 16:26:46, 1034.770300, 34.516338, 2.435402
3745672007.17, 16:26:47, 1034.770198, 34.516234, 2.435564
3745672008.18, 16:26:48, 1034.770016, 34.516002, 2.435779
3745672009.19, 16:26:49, 1034.770098, 34.516141, 2.435779
3745672010.21, 16:26:50, 1034.770253, 34.516302, 2.435564
3745672011.22, 16:26:51, 1034.770124, 34.516138, 2.435779
3745672012.23, 16:26:52, 1034.769889, 34.515901, 2.435941
3745672013.24, 16:26:53, 1034.769964, 34.515945, 2.435833
3745672014.26, 16:26:54, 1034.770018, 34.516013, 2.435833
3745672015.27, 16:26:55, 1034.770048, 34.516094, 2.435887
3745672016.28, 16:26:56, 1034.770051, 34.516116, 2.435995
3745672017.29, 16:26:57, 1034.769920, 34.515930, 2.436102
3745672018.31, 16:26:58, 1034.769789, 34.515808, 2.436156
3745672019.32, 16:26:59, 1034.769605, 34.515565, 2.436318
3745672020.33, 16:27:00, 1034.769502, 34.515450, 2.436426
3745672021.35, 16:27:01, 1034.769555, 34.515518, 2.436426
3745672022.36, 16:27:02, 1034.769663, 34.515654, 2.436426
3745672023.37, 16:27:03, 1034.769716, 34.515722, 2.436426
3745672024.38, 16:27:04, 1034.769554, 34.515508, 2.436372
3745672025.40, 16:27:05, 1034.769716, 34.515722, 2.436426
3745672026.41, 16:27:06, 1034.769505, 34.515472, 2.436534
3745672027.42, 16:27:07, 1034.769689, 34.515662, 2.436480
3745672028.43, 16:27:08, 1034.769838, 34.515791, 2.436102
3745672029.45, 16:27:09, 1034.770252, 34.516250, 2.435671
3745672030.46, 16:27:10, 1034.770254, 34.516313, 2.435618
3745672031.47, 16:27:11, 1034.770306, 34.516318, 2.435671
3745672032.48, 16:27:12, 1034.770094, 34.516120, 2.435671
3745672033.50, 16:27:13, 1034.770146, 34.516124, 2.435725
3745672034.51, 16:27:14, 1034.770227, 34.516253, 2.435671
3745672035.52, 16:27:15, 1034.770227, 34.516253, 2.435671
3745672036.53, 16:27:16, 1034.770179, 34.516217, 2.435833
3745672037.55, 16:27:17, 1034.769890, 34.515848, 2.436049
3745672038.56, 16:27:18, 1034.769813, 34.515794, 2.436102
3745672039.57, 16:27:19, 1034.770020, 34.516023, 2.435887
3745672040.59, 16:27:20, 1034.769965, 34.515945, 2.435833
3745672041.60, 16:27:21, 1034.770122, 34.516127, 2.435725
3745672042.61, 16:27:22, 1034.770175, 34.516195, 2.435725
3745672043.62, 16:27:23, 1034.770304, 34.516307, 2.435618
3745672044.64, 16:27:24, 1034.770227, 34.516253, 2.435671
3745672045.65, 16:27:25, 1034.770095, 34.516120, 2.435671
3745672046.66, 16:27:26, 1034.770303, 34.516296, 2.435564
3745672047.67, 16:27:27, 1034.770332, 34.516367, 2.435564
3745672048.69, 16:27:28, 1034.770381, 34.516414, 2.435456
3745672049.70, 16:27:29, 1034.770353, 34.516343, 2.435456
3745672050.71, 16:27:30, 1034.770353, 34.516343, 2.435456
3745672051.72, 16:27:31, 1034.770198, 34.516171, 2.435618
3745672052.74, 16:27:32, 1034.770224, 34.516168, 2.435618
3745672053.75, 16:27:33, 1034.769860, 34.515819, 2.435887
3745672054.76, 16:27:34, 1034.769785, 34.515723, 2.436102
3745672055.78, 16:27:35, 1034.769890, 34.515848, 2.436049
3745672056.79, 16:27:36, 1034.769755, 34.515705, 2.435995
3745672057.80, 16:27:37, 1034.769966, 34.515956, 2.435887
3745672058.81, 16:27:38, 1034.770016, 34.516002, 2.435779
3745672059.82, 16:27:39, 1034.770149, 34.516188, 2.435671
3745672060.84, 16:27:40, 1034.770251, 34.516239, 2.435618
3745672061.85, 16:27:41, 1034.770357, 34.516364, 2.435564
3745672062.86, 16:27:42, 1034.770280, 34.516310, 2.435618
3745672063.87, 16:27:43, 1034.770122, 34.516127, 2.435725
3745672064.89, 16:27:44, 1034.770095, 34.516067, 2.435779
3745672065.90, 16:27:45, 1034.769966, 34.515956, 2.435887
3745672066.91, 16:27:46, 1034.770018, 34.516013, 2.435833
3745672067.93, 16:27:47, 1034.770071, 34.516081, 2.435833
3745672068.94, 16:27:48, 1034.770097, 34.516130, 2.435725
3745672069.95, 16:27:49, 1034.770122, 34.516127, 2.435725
3745672070.96, 16:27:50, 1034.769968, 34.515955, 2.435887
3745672071.98, 16:27:51, 1034.769762, 34.515737, 2.436156
3745672072.99, 16:27:52, 1034.769922, 34.515941, 2.436156
3745672074.00, 16:27:54, 1034.769817, 34.515815, 2.436210
3745672075.01, 16:27:55, 1034.769870, 34.515883, 2.436210
3745672076.03, 16:27:56, 1034.770002, 34.516016, 2.436210
3745672077.04, 16:27:57, 1034.769975, 34.516009, 2.436156
3745672078.05, 16:27:58, 1034.769868, 34.515873, 2.436156
3745672079.06, 16:27:59, 1034.769868, 34.515873, 2.436156
3745672080.08, 16:28:00, 1034.769867, 34.515873, 2.436156
3745672081.09, 16:28:01, 1034.769867, 34.515873, 2.436156
3745672082.10, 16:28:02, 1034.770078, 34.516123, 2.436049
3745672083.12, 16:28:03, 1034.769971, 34.515987, 2.436049
3745672084.13, 16:28:04, 1034.770025, 34.516055, 2.436049
3745672085.14, 16:28:05, 1034.769889, 34.515849, 2.436049
3745672086.15, 16:28:06, 1034.770129, 34.516170, 2.435941
3745672087.17, 16:28:07, 1034.770046, 34.516020, 2.435887
3745672088.18, 16:28:08, 1034.770153, 34.516156, 2.435887
3745672089.19, 16:28:09, 1034.769968, 34.515966, 2.435941
3745672090.20, 16:28:10, 1034.769864, 34.515852, 2.436049
3745672091.22, 16:28:11, 1034.769889, 34.515849, 2.436049
3745672092.23, 16:28:12, 1034.770045, 34.516020, 2.435887
3745672093.24, 16:28:13, 1034.770072, 34.516081, 2.435833
3745672094.25, 16:28:14, 1034.770021, 34.516023, 2.435887
3745672095.27, 16:28:15, 1034.769965, 34.515945, 2.435833
3745672096.28, 16:28:16, 1034.769967, 34.515955, 2.435887
3745672097.29, 16:28:17, 1034.769888, 34.515838, 2.435995
3745672098.31, 16:28:18, 1034.769942, 34.515906, 2.435995
3745672099.32, 16:28:19, 1034.769811, 34.515784, 2.436049
3745672100.33, 16:28:20, 1034.769942, 34.515906, 2.435995
3745672101.34, 16:28:21, 1034.770045, 34.516020, 2.435887
3745672102.36, 16:28:22, 1034.770071, 34.516081, 2.435833
3745672103.37, 16:28:23, 1034.770018, 34.516013, 2.435833
3745672104.38, 16:28:24, 1034.770018, 34.516013, 2.435833
3745672105.39, 16:28:25, 1034.769912, 34.515888, 2.435887
3745672106.41, 16:28:26, 1034.769912, 34.515888, 2.435887
3745672107.42, 16:28:27, 1034.769961, 34.515871, 2.435833
3745672108.43, 16:28:28, 1034.770093, 34.516056, 2.435725
3745672109.44, 16:28:29, 1034.770116, 34.516043, 2.435671
3745672110.46, 16:28:30, 1034.769989, 34.515942, 2.435833
3745672111.47, 16:28:31, 1034.769572, 34.515473, 2.436210
3745672112.48, 16:28:32, 1034.769653, 34.515548, 2.436264
3745672113.50, 16:28:33, 1034.769630, 34.515562, 2.436318
3745672114.51, 16:28:34, 1034.769418, 34.515301, 2.436372
3745672115.52, 16:28:35, 1034.769577, 34.515494, 2.436318
3745672116.53, 16:28:36, 1034.769734, 34.515677, 2.436210
3745672117.54, 16:28:37, 1034.769729, 34.515645, 2.436049
3745672118.56, 16:28:38, 1034.769887, 34.515827, 2.435941
3745672119.57, 16:28:39, 1034.769964, 34.515881, 2.435887
3745672120.58, 16:28:40, 1034.770069, 34.516007, 2.435833
3745672121.59, 16:28:41, 1034.770042, 34.515999, 2.435779
3745672122.61, 16:28:42, 1034.770017, 34.515949, 2.435887
3745672123.62, 16:28:43, 1034.769421, 34.515322, 2.436480
3745672124.63, 16:28:44, 1034.769108, 34.514968, 2.436749
3745672125.65, 16:28:45, 1034.769654, 34.515548, 2.436264
3745672126.66, 16:28:46, 1034.769862, 34.515788, 2.436102
3745672127.67, 16:28:47, 1034.769522, 34.515426, 2.436318
3745672128.68, 16:28:48, 1034.769369, 34.515265, 2.436534
3745672129.70, 16:28:49, 1034.769603, 34.515502, 2.436372
3745672130.71, 16:28:50, 1034.769339, 34.515183, 2.436480
3745672131.72, 16:28:51, 1034.769343, 34.515205, 2.436587
3745672132.73, 16:28:52, 1034.769472, 34.515369, 2.436372
3745672133.75, 16:28:53, 1034.769579, 34.515505, 2.436372
3745672134.76, 16:28:54, 1034.769368, 34.515254, 2.436480
3745672135.77, 16:28:55, 1034.769604, 34.515502, 2.436372
3745672136.79, 16:28:56, 1034.769682, 34.515619, 2.436264
3745672137.80, 16:28:57, 1034.769812, 34.515731, 2.436156
3745672138.81, 16:28:58, 1034.769862, 34.515777, 2.436049
3745672139.82, 16:28:59, 1034.769942, 34.515906, 2.435995
3745672140.84, 16:29:00, 1034.769890, 34.515848, 2.436049
3745672141.85, 16:29:01, 1034.770017, 34.515949, 2.435887
3745672142.86, 16:29:02, 1034.770223, 34.516168, 2.435618
3745672143.87, 16:29:03, 1034.770355, 34.516353, 2.435510
3745672144.89, 16:29:04, 1034.770407, 34.516411, 2.435456
3745672145.90, 16:29:05, 1034.770323, 34.516261, 2.435402
3745672146.91, 16:29:06, 1034.770325, 34.516272, 2.435456
3745672147.92, 16:29:07, 1034.770271, 34.516204, 2.435456
3745672148.94, 16:29:08, 1034.770249, 34.516228, 2.435564
3745672149.95, 16:29:09, 1034.770327, 34.516282, 2.435510
3745672150.96, 16:29:10, 1034.770382, 34.516361, 2.435564
3745672151.97, 16:29:11, 1034.770168, 34.516089, 2.435564
3745672152.99, 16:29:12, 1034.770275, 34.516225, 2.435564
